ID,Locality,PricePr,Tenement building,Venue of the sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type,Subtype
10251405,knokke-heist,845000€,No,,2.0,80.0,,,,,,Yes,,,,,,apartment,
10080047,blankenberge,260000€,No,,2.0,91.0,,,,Yes,,,,,,,,apartment,
10291826,blankenberge,165000€,No,,2.0,61.0,,Yes,,,,,,,,,,apartment,
10281790,brugge,379000€,No,,3.0,,,,,Yes,,,,,,,Just renovated,apartment,
10307725,blankenberge,325000€,No,,2.0,87.0,Installed,No,,,6.0,,,,,,,apartment,
10279822,knokke-zoute,1090000€,No,,3.0,98.0,Hyper equipped,,,,,,,,,,,apartment,
9995610,knokke-heist,895000€,No,,2.0,60.0,,,,Yes,,,,,,,Just renovated,apartment,
10165702,oostende,249000€,No,,3.0,93.0,Not installed,No,,,,,,,,,To be done up,apartment,
10236426,brugge,495000€,No,,3.0,127.0,,No,,,,Yes,,,2.0,,,apartment,
9804828,blankenberge,330000€,No,,2.0,102.0,Installed,No,,,,,,,,,,apartment,
8859555,heist-aan-zee,179000€,No,,1.0,,,,,,,,,,2.0,,,apartment,
9984072,de-haan,545000€,No,,2.0,92.0,Installed,Yes,,,7.0,,,,2.0,,Good,apartment,
10253522,knokke-heist,295000€,No,,3.0,115.0,Installed,No,,,,,,,2.0,,,apartment,
10268990,oostende,154000€,No,,1.0,50.0,Installed,No,,,,,,,2.0,,Good,apartment,
10230313,blankenberge,219000€,No,,1.0,79.0,,,,Yes,,,,,,,As new,apartment,
10211426,knokke,1000000€,No,,3.0,106.0,,,,,,,,,,,,apartment,
10294594,oostende,180000€,No,,1.0,,,Yes,,,,,,,,,As new,apartment,
10287863,oostende,199000€,No,,2.0,86.0,Hyper equipped,No,,,7.0,,,,,,As new,apartment,
10296756,blankenberge,245000€,No,,2.0,59.0,,Yes,,Yes,,,,,2.0,,,apartment,
10185442,oostende,249000€,No,,2.0,90.0,,,,Yes,,,,,,,,apartment,
9830531,oostende,297000€,No,,2.0,144.0,,,,,,,,,,,,apartment,
10269375,knokke-heist,1350000€,No,,2.0,,,,,,,,,,,,,apartment,
10047577,oostende,349000€,No,,1.0,75.0,Installed,No,,,,,,,,,As new,apartment,
10300061,oostende,120000€,No,,1.0,30.0,Installed,Yes,,Yes,,,,,2.0,,Good,apartment,
10227250,knokke,475000€,No,,2.0,90.0,Hyper equipped,,,Yes,,,,,3.0,,,apartment,
9957406,oostende,223300€,No,,2.0,67.0,,,,,6.0,,,,,,,apartment,
10153782,blankenberge,199000€,No,,2.0,57.0,Hyper equipped,No,,,,,,,,,Good,apartment,
10197878,torhout,149000€,No,,2.0,80.0,Installed,No,,,,Yes,,,2.0,,To be done up,apartment,
9978683,knokke-heist,1195000€,No,,2.0,91.0,Hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,
10311285,oostende,275000€,No,,1.0,65.0,Installed,,,,19.0,,,,1.0,,As new,apartment,
10085041,blankenberge,389000€,No,,2.0,87.0,,,,Yes,,,,,,,,apartment,
10226863,middelkerke,239000€,No,,2.0,,Installed,Yes,,Yes,,Yes,,,,,As new,apartment,
10276228,knokke-zoute,675000€,No,,2.0,70.0,Hyper equipped,Yes,,,,,,,2.0,,Just renovated,apartment,
10293526,blankenberge,249000€,No,,2.0,,Hyper equipped,Yes,,Yes,,,,,,,As new,apartment,
10232855,oostende,164000€,No,,2.0,84.0,,No,,,,,,,,,,apartment,
10083472,oostende,155000€,No,,1.0,56.0,,,,,,,,,,,To renovate,apartment,
10007156,knokke-heist,795000€,No,,2.0,60.0,,,,Yes,,,,,,,,apartment,
10221455,oostende,125000€,No,,2.0,,,No,,,,Yes,,,2.0,,To renovate,apartment,
8369537,de-haan,576700€,No,,2.0,85.0,,,,,,,,,,,,apartment,
10288404,beernem,224000€,No,,2.0,87.0,,,,,,,,,,,,apartment,
10299507,blankenberge,135000€,No,,,44.0,,No,,Yes,,,,,2.0,,Good,apartment,
10302289,mariakerke,189000€,No,,1.0,70.0,Sei equipped,,,,3.0,,,,2.0,,Good,apartment,
10268075,heist-aan-zee,795000€,No,,3.0,125.0,Installed,No,,,,,,,4.0,,Good,apartment,
10300130,zeebrugge,222613€,No,,2.0,72.0,,No,,,4.0,,,,,,,apartment,
10287758,de-haan,105000€,No,,2.0,49.0,,Yes,,,,,,,2.0,,Good,apartment,
10308112,middelkerke,179000€,No,,1.0,45.0,Installed,Yes,,,,,,,,,Good,apartment,
10301653,knokke-heist,1175000€,No,,2.0,76.0,Hyper equipped,,,,2.0,,,,2.0,,As new,apartment,
10242732,brugge,255000€,No,,2.0,100.0,Sei equipped,,,,6.0,,80.0,,2.0,,Good,apartment,
10291273,oostende,159000€,No,,1.0,54.0,Installed,No,,,,,,,2.0,,,apartment,
10307776,blankenberge,262250€,No,,1.0,66.0,Installed,No,,,9.0,,,,,,,apartment,
10307791,blankenberge,359500€,No,,2.0,90.0,Installed,No,,,27.0,,,,,,,apartment,
10214274,st-michiels,182500€,No,,,,,,,,,,,,,,,apartment,
8649173,heist-aan-zee,209000€,No,,2.0,,,,,,,,,,2.0,,,apartment,
10216187,wenduine,145000€,No,,,35.0,,Yes,,,,,,,2.0,,,apartment,
10269869,knokke,1070000€,No,,3.0,159.0,Installed,,,,,Yes,,,,,As new,apartment,
10275003,middelkerke,575000€,No,,1.0,64.0,Hyper equipped,Yes,,,52.0,,,,2.0,,As new,apartment,
10251401,sint-michiels,315000€,No,,3.0,132.0,,,,,10.0,,59.0,,,,,apartment,
10229490,brugge,274680€,No,,2.0,88.0,Installed,No,,,7.0,,,,2.0,,,apartment,
10208683,oostende,185000€,No,,2.0,85.0,Installed,,,Yes,,,,,,,As new,apartment,
10307726,blankenberge,550000€,No,,2.0,142.0,Installed,No,,,15.0,,,,,,,apartment,
10299720,knokke-zoute,985000€,No,,2.0,86.0,Hyper equipped,,,,,,,,3.0,,As new,apartment,
10307736,blankenberge,344500€,No,,2.0,89.0,Installed,No,,,12.0,,,,2.0,,,apartment,
10149791,oostende,435000€,No,,2.0,82.0,,No,,,50.0,,,,,,As new,apartment,
10307830,blankenberge,282000€,No,,1.0,75.0,Installed,No,,,7.0,,,,2.0,,,apartment,
9825072,sint-michiels,130000€,No,,1.0,,Installed,Yes,,,,,,,2.0,,Good,apartment,
10203902,bredene,275000€,No,,2.0,109.0,Hyper equipped,,,,5.0,,,,2.0,,Good,apartment,
10228334,middelkerke,475000€,No,,2.0,80.0,Installed,Yes,,Yes,,,,,,,Good,apartment,
9613938,bredene,289000€,No,,5.0,191.0,Installed,No,,Yes,,Yes,,,4.0,,To be done up,apartment,
9982645,torhout,219000€,No,,2.0,87.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10188657,oostende,299000€,No,,3.0,117.0,,,,,4.0,,,,,,,apartment,
10307759,blankenberge,257250€,No,,1.0,66.0,Installed,No,,,9.0,,,,,,,apartment,
10173045,zedelgem,275000€,No,,1.0,99.0,Installed,No,,,56.0,,,,2.0,,,apartment,
10206739,oostende,280000€,No,,2.0,106.0,Installed,No,,,,,,,,,As new,apartment,
10252793,blankenberge,139000€,No,,1.0,32.0,Installed,Yes,,Yes,,,,,,,Good,apartment,
10281797,bredene,350000€,No,,2.0,90.0,Installed,No,,,,Yes,,,2.0,,As new,apartment,
9426951,knokke-heist,940000€,No,,2.0,62.0,USA hyper equipped,,,,,,,,,,As new,apartment,
10115009,knokke-heist,Starting price : 285000€,No,Link to online sale,2.0,,,,,,,,,,,,,apartment,
10259406,knokke-heist,395000€,No,,1.0,37.0,USA hyper equipped,No,,,,,,,2.0,,Just renovated,apartment,
10188442,wenduine,380000€,No,,2.0,81.0,Hyper equipped,No,,Yes,,,,,2.0,,Good,apartment,
10307228,meetkerke,269000€,No,,2.0,95.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10226837,blankenberge,419000€,No,,2.0,99.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10294970,westende,185000€,No,,2.0,80.0,USA sei equipped,No,,,,,,,4.0,,Good,apartment,
8768480,blankenberge,259500€,No,,1.0,62.0,USA hyper equipped,No,,,,Yes,,,,,,apartment,
10310261,brugge,233500€,No,,3.0,76.0,Installed,No,,,4.0,,,,3.0,,Good,apartment,
10228333,middelkerke,345000€,No,,2.0,80.0,Installed,No,,Yes,,,,,,,Good,apartment,
10203592,knokke-heist,669000€,No,,1.0,59.0,,No,,Yes,,,,,,,As new,apartment,
9645114,blankenberge,257250€,No,,2.0,,,,,Yes,,,,,,,,apartment,
10303836,sint-michiels,159000€,No,,2.0,108.0,Installed,No,,,,,,,,,Good,apartment,
10307766,blankenberge,259750€,No,,1.0,66.0,Installed,No,,,7.0,,,,,,,apartment,
10251435,knokke,675000€,No,,2.0,,,No,,,,,,,,,,apartment,
10274404,middelkerke,214000€,No,,1.0,38.0,,,,,10.0,Yes,,,,,As new,apartment,
10072670,brugge,209000€,No,,1.0,56.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,
9862079,het-zoute,685000€,No,,2.0,75.0,,No,,,,,,,2.0,,Good,apartment,
10289529,blankenberge,165000€,No,,1.0,45.0,,No,,,2.0,,,,2.0,,Good,apartment,
10307744,blankenberge,264750€,No,,1.0,61.0,Installed,No,,,9.0,,,,2.0,,,apartment,
10300545,knokke,710000€,No,,2.0,71.0,,,,Yes,,,,,,,To be done up,apartment,
10246855,middelkerke,350000€,No,,2.0,66.0,Installed,No,,Yes,,,,,,,Good,apartment,
10081145,knokke-heist,495000€,No,,1.0,70.0,Installed,No,,Yes,,,,,,,,apartment,
10245547,blankenberge,139000€,No,,1.0,57.0,Installed,No,,,,,,,2.0,,To be done up,apartment,
10304336,knokke-zoute,2650000€,No,,3.0,164.0,Hyper equipped,,,Yes,,,,,2.0,,,apartment,
9899589,jabbeke,372500€,No,,3.0,133.0,Installed,No,,,22.0,,,,2.0,,,apartment,
10199650,knokke-heist,199000€,No,,2.0,,,,,,,,,,,,As new,apartment,
10307797,blankenberge,322000€,No,,2.0,83.0,Installed,No,,,7.0,,,,2.0,,,apartment,
10058924,oostende,210000€,No,,2.0,62.0,,Yes,,,,,,,2.0,,Good,apartment,
10040309,brugge,274680€,No,,2.0,88.0,,,,Yes,,Yes,,,,,,apartment,
10285954,knokke,695000€,No,,3.0,97.0,,No,,,,,,,2.0,,,apartment,
10013385,sint-michiels,118000€,No,,1.0,19.0,,Yes,,,,,,,4.0,,Good,apartment,
10071231,oostende,418750€,No,,2.0,122.0,,,,Yes,,Yes,,,,,,apartment,
10297599,knokke,497000€,No,,1.0,63.0,,No,,Yes,,,,,,,As new,apartment,
10307786,blankenberge,317000€,No,,2.0,83.0,Installed,No,,,10.0,,,,,,,apartment,
9899253,middelkerke,200850€,No,,1.0,62.0,,No,,,,,,,2.0,,Good,apartment,
10281748,assebroek,335000€,No,,2.0,,,No,,,,,,,,,,apartment,
10020802,duinbergen,385000€,No,,2.0,50.0,,,,Yes,,,,,,,Just renovated,apartment,
10297598,knokke,895000€,No,,2.0,60.0,,,,Yes,,Yes,,,,,As new,apartment,
9401128,varsenare,303000€,No,,1.0,75.0,,,,Yes,,,,,,,As new,apartment,
10115809,middelkerke,498000€,No,,2.0,81.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10236299,blankenberge,237500€,No,,1.0,,,,,,,,,,,,,apartment,
10227472,knokke-heist,925000€,No,,2.0,68.0,USA installed,No,,Yes,,,,,2.0,,To renovate,apartment,
10281623,wenduine,635000€,No,,3.0,146.0,Installed,No,,,13.0,,,,2.0,,,apartment,
10079229,torhout,179500€,No,,2.0,,,No,,,,,,,2.0,,,apartment,
10301730,knokke-heist,545000€,No,,2.0,102.0,USA hyper equipped,No,,,14.0,,,,2.0,,Good,apartment,
10232847,gistel,229000€,No,,2.0,81.0,Installed,No,,,10.0,,,,,,,apartment,
10300415,knokke,1395000€,No,,3.0,175.0,,No,,Yes,,,,,2.0,,As new,apartment,
10312157,brugge,495000€,No,,3.0,127.0,Installed,No,,,39.0,,,,2.0,,As new,apartment,
10066446,oostende,295000€,No,,2.0,80.0,Installed,,,,10.0,,,,,,,apartment,
10122727,oostende,399000€,No,,3.0,105.0,Installed,No,,,12.0,,,,2.0,,As new,apartment,
10273387,oostende,299000€,No,,3.0,95.0,,No,,,10.0,,,,2.0,,As new,apartment,
10235516,knokke,1150000€,No,,3.0,118.0,,No,,,,Yes,,,,,,apartment,
9882331,blankenberge,329900€,No,,2.0,95.0,,,,Yes,,Yes,,,,,,apartment,
10308548,oostende,769000€,No,,2.0,133.0,,,,,,,,,,,Just renovated,apartment,
10212592,knokke-heist,635000€,No,,2.0,75.0,Installed,No,,,,,,,,,As new,apartment,
10307829,blankenberge,269500€,No,,1.0,70.0,Installed,No,,,6.0,,,,2.0,,,apartment,
10307803,blankenberge,304500€,No,,2.0,78.0,,No,,,14.0,,,,,,,apartment,
10226838,blankenberge,275000€,No,,2.0,73.0,Installed,Yes,,Yes,,,,,2.0,,Good,apartment,
10025862,middelkerke,240900€,No,,2.0,,,,,Yes,,,,,2.0,,Good,apartment,
10209089,knokke,650000€,No,,2.0,78.0,Installed,,,Yes,,,,,2.0,,As new,apartment,
10287861,wenduine,215000€,No,,2.0,70.0,Installed,No,,Yes,,,,,2.0,,As new,apartment,
10075373,zeebrugge,229000€,No,,3.0,,,No,,,,,,,2.0,,,apartment,
9970386,oostende,239000€,No,,1.0,90.0,Installed,No,,,,,,,2.0,,Good,apartment,
10229489,brugge,258195€,No,,2.0,82.0,Installed,No,,,7.0,,,,2.0,,,apartment,
10103631,cadzand,890000€,No,,2.0,121.0,,No,,Yes,,,,,3.0,,As new,apartment,
9892460,oostende,239000€,No,,2.0,85.0,Hyper equipped,No,,,,,,,,,Good,apartment,
9991794,eernegem,268000€,No,,2.0,98.0,,No,,,,,,,2.0,,Good,apartment,
10121563,middelkerke,160000€,No,,1.0,44.0,Installed,Yes,,Yes,,,,,2.0,,To be done up,apartment,
10186595,oostende,155000€,No,,1.0,75.0,Installed,,,,,,,,,,Good,apartment,
10264864,knokke-heist,385000€,No,,1.0,,,,,,,,,,,,Just renovated,apartment,
10072557,brugge,215000€,No,,2.0,80.0,Installed,No,,Yes,,,,,2.0,,Good,apartment,
10290282,oostende,169500€,No,,2.0,,,No,,,,,8.0,,2.0,,To be done up,apartment,
10187658,knokke-heist,1095000€,No,,2.0,88.0,Hyper equipped,,,Yes,,,,,3.0,,Good,apartment,
10208770,blankenberge,795000€,No,,6.0,86.0,,,,,,,,,,,As new,apartment,
9711807,torhout,318500€,No,,2.0,102.0,Installed,No,,,,,42.0,,,,,apartment,
10244396,torhout,Starting price : 798000€,No,Link to online sale,,264.0,,,,,,,,,,,As new,apartment,
9899216,oostende,248000€,No,,3.0,,,,,,,,,,2.0,,Good,apartment,
9581503,oostende,495000€,No,,3.0,98.0,Installed,Yes,,Yes,,,,,,,As new,apartment,
10184737,heist-aan-zee,195000€,No,,1.0,54.0,Installed,No,,,,,,,,,Good,apartment,
10069009,knokke,669000€,No,,3.0,94.0,Hyper equipped,No,,,7.0,,,,2.0,,Good,apartment,
10263391,middelkerke,285000€,No,,1.0,50.0,,Yes,,Yes,,,,,,,,apartment,
10214871,oostende,165000€,No,,1.0,,,,,,,,,,,,To be done up,apartment,
10281625,wenduine,595000€,No,,3.0,146.0,Installed,No,,,13.0,,,,2.0,,,apartment,
10264849,sijsele,349000€,No,,2.0,108.0,,,,Yes,,Yes,,,,,As new,apartment,
10229487,brugge,274680€,No,,2.0,88.0,Installed,No,,,7.0,,,,2.0,,,apartment,
10109385,oostende,295000€,No,,1.0,70.0,,Yes,,Yes,,,,,,,,apartment,
10099097,knokke-heist,1850000€,No,,3.0,125.0,Hyper equipped,,,Yes,,,,,3.0,,As new,apartment,
10142256,middelkerke,269000€,No,,2.0,75.0,Not installed,Yes,,,30.0,,,,,,,apartment,
10129682,middelkerke,495000€,No,,2.0,100.0,Installed,No,,,,,,,2.0,,As new,apartment,
8418812,oostende,185000€,No,,2.0,,,No,,,,,,,2.0,,,apartment,
9104737,gistel,325000€,No,,3.0,113.0,Hyper equipped,No,,,20.0,,,,,,As new,apartment,
10010471,knokke-heist,795000€,No,,2.0,60.0,,,,Yes,,,,,,,Just renovated,apartment,
10157199,blankenberge,177000€,No,,2.0,49.0,,,,,,,,,,,,apartment,
10293169,knokke,945000€,No,,3.0,90.0,,No,,,,,,,2.0,,Good,apartment,
10277325,knokke-heist,895000€,No,,2.0,60.0,,,,Yes,,,,,,,,apartment,
10111452,blankenberge,169000€,No,,2.0,65.0,,No,,,,,,,2.0,,Good,apartment,
10150709,zeebrugge,219000€,No,,2.0,78.0,,No,,,52.0,,,,,,As new,apartment,
9914793,torhout,240000€,No,,2.0,,,No,,Yes,,,,,,,,apartment,
10214391,knokke-heist,599000€,No,,2.0,83.0,,No,,,6.0,,,,2.0,,,apartment,
10261738,knokke-heist,2395000€,No,,3.0,108.0,Hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,
9972874,oostende,275000€,No,,4.0,127.0,,,,,14.0,,,,,,To renovate,apartment,
10273501,bredene,Starting price : 290000€,No,Link to online sale,2.0,,,,,Yes,,,,,,,,apartment,
8932688,middelkerke,425000€,No,,2.0,98.0,Installed,No,,,10.0,,,,,,,apartment,
10020522,oostende,218000€,No,,2.0,,,,,,,,,,,,,apartment,
10289455,oostende,215000€,No,,2.0,55.0,,,,,5.0,,,,,,,apartment,
10149052,knokke,298000€,No,,1.0,,,Yes,,,,Yes,,,,,As new,apartment,
10065523,oostkamp,550000€,No,,6.0,300.0,,No,,,,,,,3.0,,,apartment,
10198096,blankenberge,169000€,No,,1.0,43.0,,Yes,,,6.0,Yes,,,,,,apartment,
10268074,knokke-centrum,899000€,No,,3.0,135.0,Installed,No,,,9.0,,,,4.0,,Good,apartment,
10115196,zeebrugge,195000€,No,,2.0,96.0,,No,,,,,,,2.0,,,apartment,
9882342,blankenberge,750000€,No,,3.0,163.0,,,,Yes,,Yes,,,,,,apartment,
10142648,gistel,410000€,No,,3.0,159.0,,,,,14.0,,,,,,,apartment,
10149008,knokke-heist,415000€,No,,1.0,58.0,USA hyper equipped,,,,15.0,,27.0,,2.0,,As new,apartment,
10101526,oostende,157500€,No,,2.0,94.0,,,,,,,,,,,,apartment,
10044981,blankenberge,175000€,No,,1.0,,Hyper equipped,,,,,,,,,,As new,apartment,
10201853,blankenberge,275000€,No,,2.0,82.0,,No,,Yes,,,,,,,,apartment,
10238600,knokke,480000€,No,,2.0,93.0,Installed,No,,,,,,,2.0,,Good,apartment,
10255540,brugge,418000€,No,,2.0,110.0,Installed,No,,,15.0,,,,2.0,,As new,apartment,
10298402,knokke,1090000€,No,,3.0,98.0,,,,Yes,,,,,,,As new,apartment,
10273333,oostkamp,1200000€,No,,2.0,106.0,Sei equipped,No,,,,,,,,,Good,apartment,
10264619,knokke-heist,2395000€,No,,3.0,110.0,USA hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,
10076470,zeebrugge,255000€,No,,2.0,114.0,Installed,No,,,,,,,,,Good,apartment,
9950446,brugge,375000€,No,,2.0,85.0,,No,,,,,,,4.0,,Good,apartment,
9475391,brugge,198500€,No,,2.0,92.0,Installed,No,,,,,,,2.0,,To be done up,apartment,
9949691,oostende,350000€,No,,2.0,76.0,Installed,No,,,6.0,,,,2.0,,As new,apartment,
10283478,oostkamp,225000€,No,,2.0,87.0,,No,,Yes,,,,,2.0,,Good,apartment,
9788236,oostende,433000€,No,,2.0,143.0,,,,Yes,,,,,,,,apartment,
10303214,knokke-heist,895000€,No,,2.0,93.0,USA hyper equipped,Yes,,Yes,,,,,2.0,,As new,apartment,
10094014,wenduine,369000€,No,,2.0,75.0,Installed,Yes,,,3.0,,,,2.0,,Good,apartment,
10174168,knokke-zoute,1185000€,No,,3.0,112.0,Hyper equipped,Yes,,Yes,,,,,2.0,,As new,apartment,
10297959,knokke-heist,985000€,No,,2.0,86.0,,,,,,,,,,,,apartment,
10121577,middelkerke,379000€,No,,2.0,88.0,Installed,No,,Yes,,,,,,,Good,apartment,
10283462,oostende,255000€,No,,2.0,,,No,,Yes,,Yes,,,2.0,,Good,apartment,
10301582,westende,339000€,No,,2.0,76.0,,No,,,19.0,,,,,,As new,apartment,
10125281,sint-andries,189000€,No,,2.0,90.0,,No,,Yes,,,,,2.0,,To renovate,apartment,
10301371,oostende,174900€,No,,2.0,90.0,Installed,No,,,4.0,,,,2.0,,To be done up,apartment,
10203406,knokke,725000€,No,,3.0,95.0,,No,,,8.0,,,,2.0,,Good,apartment,
10216290,oostende,163500€,No,,1.0,66.0,Installed,No,,,,,,,2.0,,Good,apartment,
9957155,bredene,380000€,No,,2.0,103.0,,No,,Yes,,,,,2.0,,Good,apartment,
9997139,knokke-heist,868500€,No,,3.0,87.0,Hyper equipped,Yes,,,10.0,,,,2.0,,As new,apartment,
10311694,middelkerke,243000€,No,,2.0,,Hyper equipped,No,,,,,,,,,As new,apartment,
10261138,blankenberge,545000€,No,,2.0,79.0,Installed,No,,,12.0,,,,2.0,,,apartment,
10263364,blankenberge,175000€,No,,1.0,56.0,Installed,,,,,,,,,,Good,apartment,
10174320,knokke,620000€,No,,2.0,76.0,,,,,,,,,,,,apartment,
10071482,oostende,299000€,No,,2.0,77.0,,,,,15.0,,,,,,,apartment,
10103423,knokke,2270000€,No,,3.0,97.0,,,,Yes,,,,,,,,apartment,
10271424,blankenberge,350750€,No,,2.0,97.0,,,,Yes,,Yes,,,,,,apartment,
10014235,blankenberge,235000€,No,,1.0,60.0,Installed,No,,,,,,,2.0,,,apartment,
10208771,blankenberge,795000€,No,,6.0,86.0,,,,,,,,,,,As new,apartment,
10274490,knokke,675000€,No,,2.0,70.0,,Yes,,,,,,,2.0,,Just renovated,apartment,
10254083,blankenberge,275000€,No,,2.0,,USA installed,No,,,,,,,,,Good,apartment,
10060191,knokke,785000€,No,,2.0,94.0,,,,,,Yes,,,,,,apartment,
10225583,middelkerke,290000€,No,,2.0,73.0,Sei equipped,Yes,,Yes,,,,,2.0,,Good,apartment,
10032718,middelkerke-westende,259000€,No,,3.0,110.0,Hyper equipped,,,Yes,,,,,2.0,,,apartment,
10248899,brugge,375000€,No,,2.0,79.0,,No,,,5.0,,,,4.0,,Good,apartment,
8889281,blankenberge,549000€,No,,5.0,340.0,,No,,,,,,,2.0,,Good,apartment,
10060220,blankenberge,249000€,No,,1.0,,,No,,,,,,,2.0,,,apartment,
10139124,knokke-heist,995000€,No,,2.0,70.0,USA hyper equipped,,,,,,,,2.0,,As new,apartment,
10274676,middelkerke,420000€,No,,2.0,85.0,,,,Yes,,,,,,,,apartment,
10285130,brugge,125000€,No,,1.0,23.0,Hyper equipped,No,,,,,,,,,As new,apartment,
10309293,knokke-heist,695000€,No,,2.0,85.0,USA hyper equipped,No,,,6.0,,,,2.0,,As new,apartment,
10257559,knokke-heist,1850000€,No,,3.0,125.0,USA hyper equipped,Yes,,,,,,,2.0,,Just renovated,apartment,
9850548,knokke-heist-knokke,2950000€,No,,3.0,96.0,USA hyper equipped,No,,Yes,,,,,2.0,,As new,apartment,
9588422,knokke-heist,148000€,No,,,,,No,,,,,,,2.0,,,apartment,
10162837,blankenberge,195000€,No,,2.0,,,,,Yes,,,,,,,,apartment,
10163425,knokke,1675000€,No,,3.0,114.0,Installed,No,,,,,,,2.0,,As new,apartment,
10135844,knokke,749000€,No,,3.0,110.0,,No,,,,Yes,,,,,Just renovated,apartment,
10294920,knokke-heist,1095000€,No,,3.0,100.0,USA hyper equipped,Yes,,,15.0,,,,2.0,,Just renovated,apartment,
10102552,blankenberge,299000€,No,,2.0,80.0,Installed,No,,Yes,,,,,,,Good,apartment,
10248878,brugge,399000€,No,,2.0,85.0,,No,,,5.0,,,,4.0,,Good,apartment,
10150664,zeebrugge,255000€,No,,2.0,89.0,,No,,,19.0,,,,,,As new,apartment,
10307812,blankenberge,322000€,No,,2.0,82.0,Installed,No,,,8.0,,,,2.0,,,apartment,
10297970,knokke-heist,274000€,No,,1.0,60.0,USA hyper equipped,No,,,15.0,,,,2.0,,As new,apartment,
9813086,westende,1250000€,No,,7.0,,,,,,,,,,,,,apartment,
9560066,ichtegem,288000€,No,,2.0,93.0,,No,,,,,,,2.0,,,apartment,
10173042,zedelgem,349000€,No,,3.0,111.0,Installed,No,,,43.0,,,,2.0,,,apartment,
9409371,de-haan,290000€,No,,1.0,73.0,,No,,Yes,,,,,1.0,,As new,apartment,
10274202,oostende,175000€,No,,1.0,50.0,,No,,,2.0,,,,2.0,,,apartment,
10308403,torhout,147500€,No,,1.0,84.0,Installed,No,,,,,,,2.0,,,apartment,
9743602,blankenberge,475000€,No,,2.0,,,,,Yes,,,,,,,,apartment,
10028017,oostende,225000€,No,,2.0,86.0,,No,,Yes,,,,,2.0,,Good,apartment,
10191264,oostende,265000€,No,,2.0,110.0,,,,,5.0,,,,,,,apartment,
10030302,oostende,249000€,No,,2.0,,,No,,Yes,,,,,,,,apartment,
10302893,blankenberge,224950€,No,,1.0,,,,,Yes,,,,,2.0,,,apartment,
10119447,middelkerke,142500€,No,,1.0,37.0,,Yes,,Yes,,,,,,,To be done up,apartment,
10135596,oostende,223000€,No,,1.0,57.0,,,,Yes,,,,,,,As new,apartment,
10184471,torhout,290000€,No,,3.0,177.0,Installed,No,,,12.0,,,,2.0,,As new,apartment,
10148520,knokke-heist,899000€,No,,3.0,113.0,,No,1.0,Yes,,,,,,,As new,apartment,
9854992,blankenberge,150000€,No,,2.0,82.0,,,,,,,,,,,,apartment,
10012419,knokke,675000€,No,,2.0,68.0,,Yes,,,,,,,,,As new,apartment,
10230517,oostkamp,179000€,No,,2.0,,,,,,,,,,,,,apartment,
9882332,blankenberge,299900€,No,,2.0,83.0,,,,Yes,,Yes,,,,,,apartment,
10245736,oostende,428000€,No,,4.0,199.0,,,,,,Yes,,,,,As new,apartment,
10150386,zeebrugge,150000€,No,,2.0,,,No,,,,,,,,,As new,apartment,
10225936,wenduine,225000€,No,,2.0,85.0,Installed,,,Yes,,,,,2.0,,Good,apartment,
10134908,oostende,150000€,No,,1.0,,Sei equipped,No,,,,,,,,,Good,apartment,
10227080,torhout,154000€,No,,2.0,89.0,,,,,,,,,,,As new,apartment,
10300137,zeebrugge,241091€,No,,2.0,90.0,,No,,,4.0,,,,,,,apartment,
10132243,knokke,585000€,No,,2.0,72.0,,,,Yes,,,,,,,Just renovated,apartment,
10220195,wenduine,635000€,No,,3.0,147.0,Hyper equipped,No,,Yes,,Yes,,,,,,apartment,
9822610,oostende,269500€,No,,2.0,91.0,Installed,No,,Yes,,,,,,,Just renovated,apartment,
10230442,oostende,287000€,No,,2.0,92.0,USA installed,No,,Yes,,,110.0,,,,As new,apartment,
10202728,wenduine,258000€,No,,2.0,85.0,Installed,,,Yes,,,,,2.0,,Good,apartment,
9895830,westende,245000€,No,,3.0,90.0,,,,Yes,,,,,,,To be done up,apartment,
10177869,de-haan,249000€,No,,2.0,65.0,,,,Yes,,,,,,,As new,apartment,
10116584,knokke,1850000€,No,,3.0,125.0,Installed,No,,,,,,,2.0,,,apartment,
10300795,oostende,105000€,No,,1.0,38.0,Installed,No,,Yes,,,,,,,Good,apartment,
10033592,oostende,299000€,No,,2.0,85.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,
10305577,de-haan,749000€,No,,2.0,115.0,Hyper equipped,No,,Yes,,,,,,,As new,apartment,
